date;year;day_number;auction_weight_kg;auction_price_usd;contract_weight_kg;contract_price_usd;combined_weight_kg;combined_price_usd;rejection_rate_auction;rejection_rate_contract;month;week;quarter;price_gap_ac;weight_gap_ac;total_rejection_pressure;rolling_avg_price;rolling_rejection_rate
2025/07/22;2025;96;19507119;3.57;328566854.0;3.31;348073973.0;3.33;15.77;2.14;7;30;3;0.2599999999999998;-309059735.0;1010760334.19;3.33;8.955
2025/07/21;2025;95;19467767;3.57;328263865.0;3.31;347731632.0;3.33;15.77;2.14;7;30;3;0.2599999999999998;-308796098.0;1009491356.69;3.33;8.955
2025/07/18;2025;94;19427361;3.57;327847311.0;3.32;347274672.0;3.33;15.77;2.14;7;29;3;0.25;-308419950.0;1007962728.51;3.33;8.955
2025/07/17;2025;93;19397720;3.58;326699086.0;3.32;346096806.0;3.33;15.77;2.14;7;29;3;0.26000000000000023;-307301366.0;1005038088.44;3.33;8.955
2025/07/16;2025;92;19328162;3.58;325608711.0;3.32;344936873.0;3.33;15.77;2.14;7;29;3;0.26000000000000023;-306280549.0;1001607756.2800001;3.33;8.955
2025/07/15;2025;91;19238128;3.59;324765653.0;3.32;344003781.0;3.33;15.77;2.14;7;29;3;0.27;-305527525.0;998383775.98;3.33;8.955
2025/07/14;2025;90;19136319;3.61;323785155.0;3.32;342921474.0;3.34;15.77;2.14;7;29;3;0.29000000000000004;-304648836.0;994679982.33;3.3314285714285714;8.955
2025/07/11;2025;89;19041953;3.6;322802744.0;3.32;341844697.0;3.34;15.77;2.14;7;28;3;0.28000000000000025;-303760791.0;991089470.97;3.332857142857143;8.955
2025/07/10;2025;88;18957334;3.6;321311846.0;3.32;340269180.0;3.34;15.77;2.14;7;28;3;0.28000000000000025;-302354512.0;986564507.6200001;3.334285714285714;8.955
2025/07/09;2025;87;18825426;3.61;320091186.0;3.32;338916612.0;3.34;15.77;2.14;7;28;3;0.29000000000000004;-301265760.0;981872106.0600001;3.3357142857142854;8.955
2025/07/08;2025;86;18622019;3.62;318074267.0;3.33;336696286.0;3.34;15.77;2.14;7;28;3;0.29000000000000004;-299452248.0;974348171.01;3.337142857142857;8.955
2025/07/07;2025;85;18459405;3.63;316375244.0;3.33;334834649.0;3.35;15.77;2.14;7;28;3;0.2999999999999998;-297915839.0;968147839.01;3.3400000000000003;8.955
2025/07/04;2025;84;18330327;3.64;314925233.0;3.33;333255560.0;3.35;15.77;2.14;7;27;3;0.31000000000000005;-296594906.0;963009255.4100001;3.3428571428571425;8.955
2025/07/02;2025;82;17964623;3.65;310777322.0;3.33;328741945.0;3.35;15.77;2.14;7;27;3;0.31999999999999984;-292812699.0;948365573.79;3.3442857142857143;8.955
2025/07/01;2025;81;17754999;3.65;308487860.0;3.34;326242859.0;3.35;15.77;2.14;7;27;3;0.31000000000000005;-290732861.0;940160354.6300001;3.345714285714286;8.955
2025/06/30;2025;80;17553362;3.66;306173138.0;3.34;323726500.0;3.35;15.77;2.14;6;27;2;0.3200000000000003;-288619776.0;932027034.0600001;3.347142857142857;8.955
2025/06/27;2025;79;17352328;3.66;304055552.0;3.34;321407880.0;3.35;15.77;2.14;6;26;2;0.3200000000000003;-286703224.0;924325093.8400002;3.3485714285714288;8.955
2025/06/26;2025;78;17222679;3.66;302001998.0;3.34;319224677.0;3.35;15.77;2.14;6;26;2;0.3200000000000003;-284779319.0;917885923.55;3.35;8.955
2025/06/25;2025;77;17048348;3.66;299774634.0;3.34;316822982.0;3.35;15.77;2.14;6;26;2;0.3200000000000003;-282726286.0;910370164.72;3.35;8.955
2025/06/24;2025;76;16841985;3.65;297105144.0;3.34;313947129.0;3.36;15.77;2.14;6;26;2;0.31000000000000005;-280263159.0;901403111.6100001;3.3514285714285714;8.955
2025/06/23;2025;75;16645154;3.65;294584707.0;3.34;311229861.0;3.36;15.77;2.14;6;26;2;0.31000000000000005;-277939553.0;892905351.56;3.3528571428571428;8.955
2025/06/20;2025;74;16457544;3.65;292663422.0;3.34;309120966.0;3.36;15.77;2.14;6;25;2;0.31000000000000005;-276205878.0;885835191.96;3.3542857142857136;8.955
2025/06/19;2025;73;16272228;3.65;289979001.0;3.34;306251229.0;3.36;15.77;2.14;6;25;2;0.31000000000000005;-273706773.0;877168097.7;3.355714285714286;8.955
2025/06/18;2025;72;16038493;3.64;286945401.0;3.34;302983894.0;3.36;15.77;2.14;6;25;2;0.30000000000000027;-270906908.0;866990192.75;3.357142857142857;8.955
2025/06/17;2025;71;15824473;3.64;283334151.0;3.34;299158624.0;3.36;15.77;2.14;6;25;2;0.30000000000000027;-267509678.0;855887022.3499999;3.358571428571429;8.955
2025/06/16;2025;70;15596965;3.63;279848519.0;3.34;295445484.0;3.36;15.77;2.14;6;25;2;0.29000000000000004;-264251554.0;844839968.71;3.36;8.955
2025/06/13;2025;69;15413523;3.63;277087612.0;3.34;292501135.0;3.36;15.77;2.14;6;24;2;0.29000000000000004;-261674089.0;836038747.3900001;3.36;8.955
2025/06/12;2025;68;15221387;3.63;273632675.0;3.34;288854062.0;3.36;15.77;2.14;6;24;2;0.29000000000000004;-258411288.0;825615197.49;3.36;8.955
2025/06/11;2025;67;14999284;3.63;270027558.0;3.35;285026842.0;3.36;15.77;2.14;6;24;2;0.2799999999999998;-255028274.0;814397682.8;3.36;8.955
2025/06/10;2025;66;14718565;3.63;266170887.0;3.35;280889452.0;3.36;15.77;2.14;6;24;2;0.2799999999999998;-251452322.0;801717468.23;3.36;8.955
2025/06/09;2025;65;14415220;3.62;261987395.0;3.35;276402615.0;3.36;15.77;2.14;6;24;2;0.27;-247572175.0;787981044.7;3.36;8.955
2025/06/06;2025;64;14145013;3.62;258600207.0;3.35;272745220.0;3.36;15.77;2.14;6;23;2;0.27;-244455194.0;776471297.99;3.36;8.955
2025/06/05;2025;63;13959222;3.61;254593086.0;3.35;268552308.0;3.37;15.77;2.14;6;23;2;0.2599999999999998;-240633864.0;764966134.98;3.361428571428571;8.955
2025/06/04;2025;62;13673089;3.61;250344166.0;3.35;264017255.0;3.37;15.77;2.14;6;23;2;0.2599999999999998;-236671077.0;751361128.77;3.3628571428571425;8.955
2025/06/03;2025;61;13391378;3.6;245254539.0;3.35;258645917.0;3.37;15.77;2.14;6;23;2;0.25;-231863161.0;736026744.52;3.3642857142857143;8.955
2025/06/02;2025;60;13009762;3.59;240112374.0;3.36;253122136.0;3.37;15.77;2.14;6;23;2;0.22999999999999998;-227102612.0;719004427.1;3.365714285714286;8.955
2025/05/30;2025;59;12862952;3.59;236262926.0;3.36;249125878.0;3.37;15.77;2.14;5;22;2;0.22999999999999998;-223399974.0;708451414.6800001;3.367142857142857;8.955
2025/05/29;2025;58;12576863;3.59;231071341.0;3.36;243648204.0;3.37;15.77;2.14;5;22;2;0.22999999999999998;-218494478.0;692829799.25;3.3685714285714288;8.955
2025/05/27;2025;56;11897434;3.58;218673164.0;3.36;230570598.0;3.38;15.77;2.14;5;22;2;0.2200000000000002;-206775730.0;655583105.1400001;3.371428571428571;8.955
2025/05/23;2025;55;11554815;3.57;212883551.0;3.37;224438366.0;3.38;15.77;2.14;5;21;2;0.19999999999999973;-201328736.0;637790231.69;3.372857142857143;8.955
2025/05/22;2025;54;11280130;3.57;207725858.0;3.37;219005988.0;3.38;15.77;2.14;5;21;2;0.19999999999999973;-196445728.0;622420986.22;3.3742857142857146;8.955
2025/05/21;2025;53;10990244;3.56;202311637.0;3.37;213301881.0;3.38;15.77;2.14;5;21;2;0.18999999999999995;-191321393.0;606263051.06;3.3757142857142854;8.955
2025/05/20;2025;52;10679581;3.56;196486906.0;3.37;207166487.0;3.38;15.77;2.14;5;21;2;0.18999999999999995;-185807325.0;588898971.21;3.377142857142857;8.955
2025/05/19;2025;51;10347505;3.55;190333836.0;3.37;200681341.0;3.38;15.77;2.14;5;21;2;0.17999999999999972;-179986331.0;570494562.89;3.378571428571429;8.955
2025/05/15;2025;49;9808484;3.53;179432007.0;3.37;189240491.0;3.38;15.77;2.14;5;20;2;0.1599999999999997;-169623523.0;538664287.6600001;3.38;8.955
2025/05/14;2025;48;9546823;3.52;173480466.0;3.38;183027289.0;3.38;15.77;2.14;5;20;2;0.14000000000000012;-163933643.0;521801595.95000005;3.38;8.955
2025/05/13;2025;47;9222656;3.52;167444283.0;3.38;176666939.0;3.38;15.77;2.14;5;20;2;0.14000000000000012;-158221627.0;503772050.74;3.38;8.955
2025/05/12;2025;46;8849663;3.51;161046691.0;3.38;169896354.0;3.39;15.77;2.14;5;20;2;0.1299999999999999;-152197028.0;484199104.25;3.3814285714285712;8.955
2025/05/09;2025;45;8507401;3.5;155172308.0;3.38;163679709.0;3.39;15.77;2.14;5;19;2;0.1200000000000001;-146664907.0;466230452.89;3.382857142857143;8.955
2025/05/08;2025;44;8197574;3.49;149045532.0;3.38;157243106.0;3.39;15.77;2.14;5;19;2;0.11000000000000032;-140847958.0;448233180.46000004;3.3842857142857143;8.955
2025/05/07;2025;43;7864051;3.48;142801787.0;3.39;150665838.0;3.39;15.77;2.14;5;19;2;0.08999999999999986;-134937736.0;429611908.45;3.3857142857142857;8.955
2025/05/06;2025;42;7554487;3.47;136240220.0;3.39;143794707.0;3.4;15.77;2.14;5;19;2;0.08000000000000007;-128685733.0;410688330.79;3.3885714285714283;8.955
2025/05/05;2025;41;7239990;3.46;129791967.0;3.4;137031957.0;3.4;15.77;2.14;5;19;2;0.06000000000000005;-122551977.0;391929451.68;3.391428571428572;8.955
2025/05/02;2025;40;6871753;3.44;123546917.0;3.4;130418670.0;3.4;15.77;2.14;5;18;2;0.040000000000000036;-116675164.0;372757947.19000006;3.3942857142857146;8.955
2025/04/30;2025;39;6493516;3.43;116396231.0;3.4;122889747.0;3.4;15.77;2.14;4;18;2;0.03000000000000025;-109902715.0;351490681.65999997;3.3957142857142855;8.955
2025/04/29;2025;38;6184019;3.41;110295380.0;3.4;116479399.0;3.4;15.77;2.14;4;18;2;0.010000000000000231;-104111361.0;333554092.83000004;3.3971428571428572;8.955
2025/04/28;2025;37;5862554;3.38;104057973.0;3.41;109920527.0;3.41;15.77;2.14;4;18;2;-0.03000000000000025;-98195419.0;315136538.8;3.4;8.955
2025/04/25;2025;36;5555546;3.36;98766978.0;3.41;104322524.0;3.41;15.77;2.14;4;17;2;-0.050000000000000266;-93211432.0;298972293.34000003;3.402857142857143;8.955
2025/04/24;2025;35;5289116;3.35;93836967.0;3.42;99126083.0;3.41;15.77;2.14;4;17;2;-0.06999999999999984;-88547851.0;284220468.70000005;3.4042857142857144;8.955
2025/04/23;2025;34;5004150;3.34;88986651.0;3.42;93990801.0;3.42;15.77;2.14;4;17;2;-0.08000000000000007;-83982501.0;269346878.64;3.407142857142857;8.955
2025/04/22;2025;33;4748558;3.32;84196861.0;3.43;88945419.0;3.42;15.77;2.14;4;17;2;-0.11000000000000032;-79448303.0;255066042.20000002;3.41;8.955
2025/04/17;2025;32;4510146;3.31;80611522.0;3.44;85121668.0;3.43;15.77;2.14;4;16;2;-0.1299999999999999;-76101376.0;243633659.5;3.4142857142857146;8.955
2025/04/16;2025;31;4320194;3.3;77007907.0;3.44;81328101.0;3.43;15.77;2.14;4;16;2;-0.14000000000000012;-72687713.0;232926380.36;3.4185714285714286;8.955
2025/04/15;2025;30;4093086;3.28;72219722.0;3.45;76312808.0;3.44;15.77;2.14;4;16;2;-0.17000000000000037;-68126636.0;219098171.3;3.422857142857143;8.955
2025/04/14;2025;29;3845956;3.27;67696258.0;3.46;71542214.0;3.45;15.77;2.14;4;16;2;-0.18999999999999995;-63850302.0;205520718.24;3.4285714285714284;8.955
2025/04/11;2025;28;3615781;3.25;64040299.0;3.48;67656080.0;3.47;15.77;2.14;4;15;2;-0.22999999999999998;-60424518.0;194067106.23000002;3.437142857142857;8.955
2025/04/10;2025;27;3466626;3.24;60548184.0;3.48;64014810.0;3.46;15.77;2.14;4;15;2;-0.23999999999999977;-57081558.0;184241805.78;3.442857142857143;8.955
2025/04/09;2025;26;3265246;3.23;57446602.0;3.49;60711848.0;3.47;15.77;2.14;4;15;2;-0.26000000000000023;-54181356.0;174428657.7;3.4499999999999997;8.955
2025/04/08;2025;25;3070854;3.21;53532071.0;3.49;56602925.0;3.47;15.77;2.14;4;15;2;-0.28000000000000025;-50461217.0;162985999.52;3.455714285714286;8.955
2025/04/07;2025;24;2824860;3.19;47147972.0;3.47;49972832.0;3.45;15.77;2.14;4;15;2;-0.28000000000000025;-44323112.0;145444702.28;3.4585714285714286;8.955
2025/04/04;2025;23;2623927;3.17;42248799.0;3.45;44872726.0;3.43;15.77;2.14;4;14;2;-0.28000000000000025;-39624872.0;131791758.65;3.457142857142857;8.955
2025/04/03;2025;22;2453762;3.17;39218712.0;3.45;41672474.0;3.43;15.77;2.14;4;14;2;-0.28000000000000025;-36764950.0;122623870.42000002;3.454285714285714;8.955
2025/04/02;2025;21;2305325;3.17;36499480.0;3.45;38804805.0;3.44;15.77;2.14;4;14;2;-0.28000000000000025;-34194155.0;114463862.45;3.45;8.955
2025/04/01;2025;20;2177882;3.16;34182745.0;3.46;36360627.0;3.44;15.77;2.14;4;14;2;-0.2999999999999998;-32004863.0;107496273.44;3.4471428571428575;8.955
2025/03/31;2025;19;2089920;3.14;32327335.0;3.47;34417255.0;3.45;15.77;2.14;3;14;1;-0.33000000000000007;-30237415.0;102138535.30000001;3.444285714285715;8.955
2025/03/28;2025;18;2059839;3.14;31362806.0;3.47;33422645.0;3.45;15.77;2.14;3;13;1;-0.33000000000000007;-29302967.0;99600065.87;3.4414285714285713;8.955
2025/03/27;2025;16;1937265;3.12;28625320.0;3.47;30562585.0;3.45;15.77;2.14;3;13;1;-0.3500000000000001;-26688055.0;91808853.85000001;3.4414285714285713;8.955
2025/03/26;2025;15;1814434;3.11;26860708.0;3.48;28675142.0;3.45;15.77;2.14;3;13;1;-0.3700000000000001;-25046274.0;86095539.30000001;3.4442857142857144;8.955
2025/03/25;2025;14;1668207;3.1;24956023.0;3.49;26624230.0;3.47;15.77;2.14;3;13;1;-0.3900000000000001;-23287816.0;79713513.61000001;3.45;8.955
2025/03/21;2025;13;1384849;3.04;20033358.0;3.53;21418207.0;3.5;15.77;2.14;3;12;1;-0.48999999999999977;-18648509.0;64710454.85000001;3.4585714285714286;8.955
2025/03/20;2025;12;1296056;3.03;17701917.0;3.53;18997973.0;3.5;15.77;2.14;3;12;1;-0.5;-16405861.0;58320905.5;3.4671428571428575;8.955
2025/03/19;2025;11;1209054;3.03;15911596.0;3.53;17120650.0;3.49;15.77;2.14;3;12;1;-0.5;-14702542.0;53117597.02;3.472857142857143;8.955
2025/03/18;2025;10;1075768;3.03;14298140.0;3.54;15373908.0;3.51;15.77;2.14;3;12;1;-0.5100000000000002;-13222372.0;47562880.96;3.4814285714285718;8.955
2025/03/15;2025;9;948516;3.0;11930051.0;3.57;12878567.0;3.53;15.77;2.14;3;11;1;-0.5699999999999998;-10981535.0;40488406.46;3.4928571428571433;8.955
2025/03/14;2025;8;837827;2.96;10188049.0;3.59;11025876.0;3.54;15.77;2.14;3;11;1;-0.6299999999999999;-9350222.0;35014956.650000006;3.505714285714286;8.955
2025/03/13;2025;7;757390;2.94;8371470.0;3.56;9128860.0;3.508560740333404;15.77;2.14;3;11;1;-0.6200000000000001;-7614080.0;29858986.1;3.511222962904772;8.955
2025/03/12;2025;6;663705;2.92;6596853.0;3.55;7260558.0;3.492410190786989;15.77;2.14;3;11;1;-0.6299999999999999;-5933148.0;24583893.27;3.51013870444577;8.955
2025/03/10;2025;4;437724;2.85;3580992.0;3.59;4018716.0;3.5093981958416567;15.77;2.14;3;11;1;-0.7399999999999998;-3143268.0;14566230.36;3.511481303851721;8.955
2025/03/07;2025;3;328294;2.87;1713146.0;3.39;2041440.0;3.306376244219767;15.77;2.14;3;10;1;-0.52;-1384852.0;8843328.82;3.48524933874026;8.955
2025/03/02;2025;2;200316;2.78;1044926.0;3.46;1245242.0;3.350611720452731;15.77;2.14;3;9;1;-0.6800000000000002;-844610.0;5395124.96;3.462479584519221;8.955
2025/03/01;2025;1;69475;2.96;172787221.15555555;3.399666666666666;172856696.15555555;3.3994899547292867;15.77;2.14;3;9;1;-0.4396666666666662;-172717746.15555555;370860274.0228889;3.443835292337691;8.955
2024/09/02;2024;118;13885298;3.55;217792927.0;3.42;231678225.0;3.43;0.64;1.2;9;36;3;0.1299999999999999;-203907629.0;270238103.12;3.4281210066234045;8.381071428571428
2024/08/29;2024;116;13885298;3.55;217745457.0;3.42;231630755.0;3.43;0.64;1.2;8;35;3;0.1299999999999999;-203860159.0;270181139.12;3.4168980437186325;7.807142857142857
2024/08/28;2024;115;13849436;3.55;217623425.0;3.42;231472861.0;3.43;0.64;1.2;8;35;3;0.1299999999999999;-203773989.0;270011749.04;3.407982302177634;7.233214285714285
2024/08/22;2024;111;13849436;3.55;217248447.0;3.42;231097883.0;3.43;0.64;1.2;8;34;3;0.1299999999999999;-203399011.0;269561775.44;3.396639702771684;6.659285714285715
2024/08/21;2024;110;13826991;3.56;217039542.0;3.42;230866533.0;3.43;0.64;1.2;8;34;3;0.14000000000000012;-203212551.0;269296724.64;3.414300239311717;6.085357142857143
2024/08/20;2024;109;13817490;3.56;217088828.0;3.42;230906318.0;3.43;0.64;1.2;8;34;3;0.14000000000000012;-203271338.0;269349787.2;3.425641422104184;5.5114285714285725
2024/08/19;2024;108;13817490;3.56;217037541.0;3.42;230855032.0;3.43;0.64;1.2;8;34;3;0.14000000000000012;-203220051.0;269288242.8;3.43;4.9375
2024/08/16;2024;107;13817490;3.56;217035397.0;3.42;230852887.0;3.43;0.64;1.2;8;33;3;0.14000000000000012;-203217907.0;269285670.0;3.43;4.363571428571428
2024/08/15;2024;106;13817490;3.56;217033464.0;3.42;230850954.0;3.43;0.64;1.2;8;33;3;0.14000000000000012;-203215974.0;269283350.4;3.43;3.7896428571428578
2024/08/09;2024;104;13786182;3.56;216815962.0;3.42;230602144.0;3.43;0.64;1.2;8;32;3;0.14000000000000012;-203029780.0;269002310.88;3.43;3.2157142857142853
2024/08/08;2024;103;13778023;3.56;216636632.0;3.42;230414655.0;3.43;0.64;1.2;8;32;3;0.14000000000000012;-202858609.0;268781893.12;3.43;2.641785714285714
2024/08/07;2024;102;13767959;3.56;216226488.0;3.42;229994447.0;3.43;0.64;1.2;8;32;3;0.14000000000000012;-202458529.0;268283279.35999998;3.43;2.067857142857143
2024/08/06;2024;101;13751980;3.56;216113033.0;3.42;229865013.0;3.43;0.64;1.2;8;32;3;0.14000000000000012;-202361053.0;268136906.79999998;3.43;1.4939285714285713
2024/08/05;2024;100;13739398;3.57;215942433.0;3.42;229681831.0;3.43;0.64;1.2;8;32;3;0.1499999999999999;-202203035.0;267924134.32;3.43;0.9199999999999999
2024/08/02;2024;99;13723690;3.57;215832291.0;3.42;229555981.0;3.43;0.64;1.2;8;31;3;0.1499999999999999;-202108601.0;267781910.79999998;3.43;0.9199999999999999
2024/08/01;2024;98;13711389;3.57;215527916.0;3.42;229239305.0;3.43;0.64;1.2;8;31;3;0.1499999999999999;-201816527.0;267408788.16;3.43;0.9199999999999999
2024/07/31;2024;97;13690689;3.57;215220377.0;3.42;228911066.0;3.43;0.64;1.2;7;31;3;0.1499999999999999;-201529688.0;267026493.35999998;3.43;0.9199999999999999
2024/07/30;2024;96;13601951;3.57;215030251.0;3.42;228632202.0;3.43;0.64;1.2;7;31;3;0.1499999999999999;-201428300.0;266741549.83999997;3.43;0.9199999999999999
2024/07/29;2024;95;13589484;3.57;214863137.0;3.42;228452621.0;3.43;0.64;1.2;7;31;3;0.1499999999999999;-201273653.0;266533034.15999997;3.43;0.9199999999999999
2024/07/26;2024;94;13517294;3.57;214666878.0;3.42;228184172.0;3.43;0.64;1.2;7;30;3;0.1499999999999999;-201149584.0;266251321.76;3.43;0.9199999999999999
2024/07/25;2024;93;13445660;3.58;214353060.0;3.42;227798720.0;3.43;0.64;1.2;7;30;3;0.16000000000000014;-200907400.0;265828894.4;3.43;0.9199999999999999
2024/07/24;2024;92;13421198;3.58;213605741.0;3.42;227026939.0;3.43;0.64;1.2;7;30;3;0.16000000000000014;-200184543.0;264916455.92;3.43;0.9199999999999999
2024/07/23;2024;91;13341367;3.58;213351282.0;3.42;226692649.0;3.43;0.64;1.2;7;30;3;0.16000000000000014;-200009915.0;264560013.27999997;3.43;0.9199999999999999
2024/07/22;2024;90;13311991;3.58;212985413.0;3.42;226297404.0;3.43;0.64;1.2;7;30;3;0.16000000000000014;-199673422.0;264102169.84;3.43;0.9199999999999999
2024/07/19;2024;89;13230135;3.58;212751911.0;3.43;225982046.0;3.43;0.64;1.2;7;29;3;0.1499999999999999;-199521776.0;263769579.6;3.43;0.9199999999999999
2024/07/18;2024;88;13145531;3.59;212122812.0;3.42;225268343.0;3.43;0.64;1.2;7;29;3;0.16999999999999993;-198977281.0;262960514.23999998;3.43;0.9199999999999999
2024/07/17;2024;87;13105485;3.59;211408728.0;3.43;224514213.0;3.44;0.64;1.2;7;29;3;0.1599999999999997;-198303243.0;262077984.0;3.4314285714285715;0.9199999999999999
2024/07/16;2024;86;13003739;3.59;210857662.0;3.43;223861401.0;3.44;0.64;1.2;7;29;3;0.1599999999999997;-197853923.0;261351587.35999998;3.432857142857143;0.9199999999999999
2024/07/15;2024;85;12974831;3.59;210334629.0;3.43;223309460.0;3.44;0.64;1.2;7;29;3;0.1599999999999997;-197359798.0;260705446.64;3.434285714285714;0.9199999999999999
2024/07/12;2024;84;12929654;3.59;209944747.0;3.43;222874401.0;3.44;0.64;1.2;7;28;3;0.1599999999999997;-197015093.0;260208674.95999998;3.435714285714286;0.9199999999999999
2024/07/11;2024;83;12858604;3.6;209126865.0;3.43;221985469.0;3.44;0.64;1.2;7;28;3;0.16999999999999993;-196268261.0;259181744.56;3.4371428571428573;0.9199999999999999
2024/07/10;2024;82;12782366;3.6;208348350.0;3.43;221130716.0;3.44;0.64;1.2;7;28;3;0.16999999999999993;-195565984.0;258198734.24;3.4385714285714286;0.9199999999999999
2024/07/09;2024;81;12699688;3.6;207644342.0;3.43;220344030.0;3.44;0.64;1.2;7;28;3;0.16999999999999993;-194944654.0;257301010.71999997;3.44;0.9199999999999999
2024/07/08;2024;80;12622039;3.6;206770670.0;3.43;219392709.0;3.44;0.64;1.2;7;28;3;0.16999999999999993;-194148631.0;256202908.96;3.44;0.9199999999999999
2024/07/05;2024;79;12547624;3.6;206084693.0;3.43;218632317.0;3.44;0.64;1.2;7;27;3;0.16999999999999993;-193537069.0;255332110.96;3.44;0.9199999999999999
2024/07/04;2024;78;12442657;3.6;204900617.0;3.43;217343274.0;3.44;0.64;1.2;7;27;3;0.16999999999999993;-192457960.0;253844040.87999997;3.44;0.9199999999999999
2024/07/03;2024;77;12335687;3.6;203757354.0;3.44;216093041.0;3.45;0.64;1.2;7;27;3;0.16000000000000014;-191421667.0;252403664.48;3.4414285714285713;0.9199999999999999
2024/07/02;2024;76;12214794;3.6;202551084.0;3.44;214765878.0;3.45;0.64;1.2;7;27;3;0.16000000000000014;-190336290.0;250878768.95999998;3.4428571428571426;0.9199999999999999
2024/07/01;2024;75;12101499;3.6;201035756.0;3.44;213137255.0;3.45;0.64;1.2;7;27;3;0.16000000000000014;-188934257.0;248987866.56;3.4442857142857144;0.9199999999999999
2024/06/28;2024;74;12005508;3.6;200225608.0;3.44;212231116.0;3.45;0.64;1.2;6;26;2;0.16000000000000014;-188220100.0;247954254.72;3.4457142857142857;0.9199999999999999
2024/06/27;2024;73;11918748;3.6;198538945.0;3.44;210457693.0;3.45;0.64;1.2;6;26;2;0.16000000000000014;-186620197.0;245874732.72;3.4471428571428575;0.9199999999999999
2024/06/26;2024;72;11781407;3.61;197058703.0;3.44;208840110.0;3.45;0.64;1.2;6;26;2;0.16999999999999993;-185277296.0;244010544.07999998;3.448571428571429;0.9199999999999999
2024/06/25;2024;71;11663698;3.61;195192677.0;3.45;206856375.0;3.46;0.64;1.2;6;26;2;0.1599999999999997;-183528979.0;241695979.12;3.4514285714285715;0.9199999999999999
2024/06/24;2024;70;11530163;3.6;193102274.0;3.45;204632437.0;3.46;0.64;1.2;6;26;2;0.1499999999999999;-181572111.0;239102033.11999997;3.4528571428571433;0.9199999999999999
2024/06/21;2024;69;11431575;3.61;191858848.0;3.45;203290423.0;3.46;0.64;1.2;6;25;2;0.1599999999999997;-180427273.0;237546825.6;3.454285714285714;0.9199999999999999
2024/06/20;2024;68;11319704;3.61;190148650.0;3.45;201468354.0;3.46;0.64;1.2;6;25;2;0.1599999999999997;-178828946.0;235422990.56;3.455714285714286;0.9199999999999999
2024/06/18;2024;66;11085450;3.6;186633916.0;3.46;197719366.0;3.47;0.64;1.2;6;25;2;0.14000000000000012;-175548466.0;231055387.2;3.4585714285714286;0.9199999999999999
2024/06/13;2024;63;10775217;3.6;180257196.0;3.47;191032413.0;3.47;0.64;1.2;6;24;2;0.1299999999999999;-169481979.0;223204774.07999998;3.4614285714285713;0.9199999999999999
2024/06/12;2024;62;10651901;3.6;178000152.0;3.47;188652053.0;3.48;0.64;1.2;6;24;2;0.1299999999999999;-167348251.0;220417399.04000002;3.4657142857142857;0.9199999999999999
2024/06/11;2024;61;10507442;3.6;175671005.0;3.47;186178447.0;3.48;0.64;1.2;6;24;2;0.1299999999999999;-165163563.0;217529968.88;3.468571428571429;0.9199999999999999
2024/06/10;2024;60;10388985;3.6;173067608.0;3.48;183456593.0;3.48;0.64;1.2;6;24;2;0.1200000000000001;-162678623.0;214330080.0;3.471428571428571;0.9199999999999999
2024/06/07;2024;59;10281795;3.6;171254162.0;3.48;181535957.0;3.49;0.64;1.2;6;23;2;0.1200000000000001;-160972367.0;212085343.20000002;3.475714285714286;0.9199999999999999
2024/06/06;2024;58;10189117;3.6;168895472.0;3.48;179084589.0;3.49;0.64;1.2;6;23;2;0.1200000000000001;-158706355.0;209195601.28;3.48;0.9199999999999999
2024/06/05;2024;57;10066514;3.6;166544652.0;3.48;176611166.0;3.49;0.64;1.2;6;23;2;0.1200000000000001;-156478138.0;206296151.36;3.482857142857143;0.9199999999999999
2024/06/04;2024;56;9909381;3.6;163847306.0;3.49;173756687.0;3.49;0.64;1.2;6;23;2;0.10999999999999988;-153937925.0;202958771.04;3.4857142857142853;0.9199999999999999
2024/06/03;2024;55;9728472;3.61;160743151.0;3.49;170471623.0;3.5;0.64;1.2;6;23;2;0.11999999999999966;-151014679.0;199118003.28;3.488571428571429;0.9199999999999999
2024/05/31;2024;54;9613706;3.61;158875676.0;3.5;168489382.0;3.5;0.64;1.2;5;22;2;0.10999999999999988;-149261970.0;196803583.04;3.491428571428571;0.9199999999999999
2024/05/30;2024;53;9485295;3.61;156266346.0;3.5;165751641.0;3.5;0.64;1.2;5;22;2;0.10999999999999988;-146781051.0;193590204.0;3.494285714285714;0.9199999999999999
2024/05/29;2024;52;9330460;3.62;153468315.0;3.5;162798775.0;3.51;0.64;1.2;5;22;2;0.1200000000000001;-144137855.0;190133472.4;3.4971428571428573;0.9199999999999999
2024/05/28;2024;51;9169147;3.62;150183134.0;3.51;159352281.0;3.51;0.64;1.2;5;22;2;0.11000000000000032;-141013987.0;186088014.88;3.5;0.9199999999999999
2024/05/27;2024;50;8972849;3.63;146911087.0;3.51;155883936.0;3.52;0.64;1.2;5;22;2;0.1200000000000001;-137938238.0;182035927.76000002;3.5042857142857144;0.9199999999999999
2024/05/24;2024;49;8837208;3.63;144346753.0;3.51;153183961.0;3.52;0.64;1.2;5;21;2;0.1200000000000001;-135509545.0;178871916.72;3.5085714285714285;0.9199999999999999
2024/05/23;2024;48;8730115;3.64;142053083.0;3.51;150783198.0;3.52;0.64;1.2;5;21;2;0.13000000000000034;-133322968.0;176050973.2;3.5114285714285716;0.9199999999999999
